id,missing_link_id,candidate_link_id,referenced_link_id,name_score,speed_match,feature_id_match,oneway_match,dironsign_match,divided_type_match,coverage_over_link_area,coverage_over_candidate_area,is_match
389,96615722,125515184,934679,0,0,0,1,1,1,0.000929874833673,0.998778939247131,0
390,96615722,113588420,934679,0,0,0,1,1,1,0.000925912056118,0.998784124851227,0
391,96615722,113582509,934679,0,0,0,1,1,1,0.000923507614061,0.998782217502594,0
392,96615722,113582465,934679,0,0,0,1,1,1,0.000922380771954,0.998788714408874,0
393,96615722,1225471534,934679,1,0,1,1,1,1,4.37973449152196E-06,0.99996030330658,0
394,96615722,1226466709,934679,1,0,1,1,1,1,1.2001859204247E-06,0.999998331069946,0
395,877264141,1225146101,480797,1,1,1,1,1,1,0.410892903804779,0,1
396,877264141,1225146830,480797,1,1,1,1,1,1,0.277097404003143,0,1
397,877264141,1225146831,480797,1,1,1,1,1,1,0.253188908100128,0,1
398,877264141,1225146102,480797,1,1,1,1,1,1,0.058820769190788,0,1
399,877264141,877264143,480797,0,0,0,1,1,1,0.001610192935914,0.989236235618591,0
400,877264141,877175894,480797,0.277777999639511,0,0,1,1,1,0.001480610924773,0.998270094394684,0
401,877264141,1225144975,480797,1,1,1,1,1,1,7.76485012465855E-06,0.999943435192108,0
402,877264141,1225146097,480797,1,1,1,1,1,1,5.23056542078848E-06,0.999957382678986,0
403,832957883,1218605031,442875,1,1,1,1,1,1,0.699667096138001,0.008296573534608,1
404,832957883,1218605041,442875,1,1,1,1,1,1,0.166947036981583,0.030871098861098,1
405,832957883,1218605040,442875,1,1,1,1,1,1,0.115658581256866,0.053690057247877,1
406,832957883,832957881,442875,0.222222000360489,0,0,0,1,1,0.005499495193362,0.820707023143768,0
407,832957883,832957878,442875,0.071428596973419,0,0,0,1,1,0.00519768986851,0.813761234283447,0
408,832957883,832957879,442875,0.071428596973419,0,0,0,1,1,0.004830484744161,0.990989029407501,0
409,832957883,1219049695,442875,0.222222000360489,0,0,0,1,1,0.003724426729605,0.967384219169617,0
410,832957883,1218602248,442875,1,1,1,1,1,1,0.000138710878673,0.999167621135712,0
411,832957883,833000210,442875,1,1,1,1,1,1,2.25770600081887E-05,0.999882221221924,0
412,832957883,129603278,442875,1,0,1,1,1,1,0,1,0
413,832957883,1218602924,442875,1,0,1,1,1,1,0,1,0
414,832957883,1218602925,442875,1,0,1,1,1,1,0,1,0
415,832957883,1219051116,442875,1,0,1,1,1,1,0,1,0
416,832957883,1152350079,442875,0.294117987155914,0,0,0,1,1,0,1,0
417,832957883,1219050126,442875,0.222222000360489,0,0,0,1,1,0,1,0
418,108496055,1220687222,191877,1,1,1,1,1,1,0.639761090278626,0.015508378855884,1
419,108496055,1220678937,191877,1,1,1,1,1,1,0.16872051358223,0.004682294558734,1
420,108496055,1220695832,191877,1,1,1,1,1,1,0.110550656914711,0.048971448093653,1
421,108496055,1220695833,191877,1,1,1,1,1,1,0.059791687875986,0.07194459438324,1
422,108496055,1220687223,191877,0,0,0,1,0,1,0.025913147255778,0.93021810054779,0
423,108496055,1204933715,191877,1,1,1,1,1,1,0.000174584274646,0.998238265514374,0
424,108496055,108496054,191877,1,1,1,1,1,1,7.4644762207754E-05,0.999621987342834,0
425,108496055,1220678932,191877,0,0,0,1,0,1,0,1,0
426,913471020,1226784615,515436,1,1,1,1,1,1,0.626571118831635,0.000192637933651,1
427,913471020,1226784616,515436,1,1,1,1,1,1,0.372301787137985,0.002696410054341,1
428,913471020,913471022,515436,0,0,0,1,1,1,0.005480002146214,0.987164318561554,0
429,913471020,1226785028,515436,1,1,1,1,1,1,8.64443063619547E-05,0.999766230583191,0
430,913471020,1226784850,515436,1,1,1,1,1,1,1.34923684527166E-05,0.999909520149231,0
